meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Moro, M.F., Nic Lughadha, E., de AraÃºjo, F.S., Martins, F.R., 2016. A phytogeographical metaanalysis of the semiarid caatinga Domain in Brazil. Bot. Rev. 82, 91â€“148. https://doi.org/10.1007/s12229-016-9164-z","Annual precipitation varies greatly in space and time (Fernandes and Queiroz, 2018; Moro et al., 2016; Rocha et al., 2015; Sampaio, 2010) and can reach 1000 mm per year and exceed 100 mm in a single day (Fernandes and Queiroz, 2018; Sampaio, 2010).",TRUE,TRUE,FALSE
"Morris, E.K. et al. (2020) Effective methods of biofumigation: a meta-analysis. Plant Soil 446, 379â€“392","In addition, the residues of some cover crops (e.g., brassicas) release volatile and toxic isothiocyanates during decomposition, and can suppress soil pests as biofumigations [93].",FALSE,FALSE,FALSE
"Morris, W. F., Hufbauer, R. A., Agrawal, A. A., Bever, J. D., Borowicz, V. A., Gilbert, G. S., Maron, J. L., Mitchell, C. E., Parker, I. M., Power, A. G., Torchin, M. E., & VÃ¡zquez, D. P. (2007). Direct and interactive effects of enemies and mutualists on plant performance: A meta-analysis. Ecology, 88, 1021â€“1029.","Therefore, including parameters underlying plant reproduction, such as abundance and/or pollinators' richness, may add an important nuance to the distribution patterns of plants (Moeller et al., 2012; Morris et al., 2007; SÃ¡nchez-Castro et al., 2022).",TRUE,FALSE,FALSE
"Morrissey M.B. 2016. Meta-analysis of magnitudes, differences, and variation in evolutionary parameters. J. Evol. Biol. 29:1882â€“1904","Fourth, few comparative studies have accounted for observation or measurement error in species means (but see Grabowski et al. 2016), which can cause inaccurate parameter estimates (Hansen and Bartoszek 2012; Garamszegi 2014; Morrissey 2016).",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","Physical barriers to dispersal (e.g. riparian vegetation) and the weak flying ability of many emerging aquatic insects mean most settle within a few metres of the aquatic environment (Briers et al., 2003; Muehlbauer et al., 2014)",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","Thus, these resources form critical diet subsidies for a range of riparian predators, including birds, bats and spiders (Marczak & Richardson, 2007; Muehlbauer et al., 2014; Recalde et al., 2020; Twining et al., 2018)",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","However, most previous research in this area has been limited to tracking aquatic resources into terrestrial environments or the diets of individual consumer populations (Muehlbauer et al., 2014)",FALSE,FALSE,TRUE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","Secondly, we predicted that the contribution of aquatic resources to terrestrial predator diets would decline with distance from water because of limitations to lateral aquatic insect dispersal away from water (Muehlbauer et al., 2014).",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","While the benefits for waterways are well known, our understanding of buffer-width on terrestrial processes in riparian zones is limited (Rood et al., 2020), and most previous research has focused on riparian communities in close proximity (<10 m) to water (Marczak et al., 2010; Muehlbauer et al., 2014; but see (Chari et al., 2020)",FALSE,FALSE,TRUE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","Despite strong differences in average aquatic resource use between regions, we observed a clear decline in aquatic resource use with distance from water among predators in both tropical and temperate ecosystems, following expected aquatic insect dispersal patterns (Muehlbauer et al., 2014)",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","Although the majority of emerging aquatic insects appear to remain within the first few meters of the riparian zone, some can disperse tens to hundreds of metres inland (Muehlbauer et al., 2014)",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W. & Tockner, K. (2014) How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using meta-analysis. Ecology, 95, 44â€“55.","In our analysis, this indicates terrestrial predators utilize aquatic prey in line with aquatic prey availability in both tropical and temperate environments, supporting observations in previous studies (Davis et al., 2011; Muehlbauer et al., 2014).",TRUE,FALSE,FALSE
"Muehlbauer, J.D., Collins, S.F., Doyle, M.W., Tockner, K., 2014. How wide is a stream? Spatial extent of the potential â€œstream signatureâ€ in terrestrial food webs using metaanalysis. Ecology 95 (1), 44â€“55.","Stream use and the spatial extent and availability of aquatic and terrestrial prey determine how beneficial one diet subsidy is compared to the other (Baxter et al., 2005; Muehlbauer et al., 2014).",TRUE,FALSE,FALSE
"Munch, S.B., Giron-Nava, A. & Sugihara, G. (2018) Nonlinear dy- namics and noise in fisheries recruitment: a global meta-analysis. Fish and Fisheries, 19, 964â€“973.","Evidence from non-linear time-series analysis of marine fishes has accumulated to support an explanation of elevated non-linearity in population fluctuations (Anderson et al., 2008; Hsieh et al., 2005; Munch et al., 2018), but the underlying mechanism(s) remain unclear.",TRUE,FALSE,FALSE
"Munch, S.B., Giron-Nava, A. & Sugihara, G. (2018) Nonlinear dy- namics and noise in fisheries recruitment: a global meta-analysis. Fish and Fisheries, 19, 964â€“973.","There is growing ev- idence that exploited fishes exhibit non-linear dynamics (Deyle et al., 2013; Glaser et al., 2014; Hsieh et al., 2005; Munch et al., 2018; Ye et al., 2015) and timeseries of lar- val fishes in the North Pacific are more non-linear for exploited species versus unexploited species (Anderson et al., 2008).",TRUE,FALSE,FALSE
"MunguÃ­a-Rosas, M. A., Ollerton, J., Parra-Tabla, V., & De-Nova, J. A. (2011). Meta-analysis of phenotypic selection on flowering phenology suggests that early flowering plants are favoured: Phenotypic selection on flowering phenology. Ecology Letters, 14(5), 511â€“521. https://doi.org/10.1111/j.1461-0248.2011.01601.x","The advantage of an early flowering starts in terms of siring success has been reported in several species (Austen & Weis, 2016; Forrest, 2014; MunguÃ­a-Rosas et al., 2011; Oâ€™Connell & Johnston, 1998).",TRUE,FALSE,FALSE
"MunguÃ­a-Rosas, M. A., Sosa, V. J., Ojeda, M. M., & Arturo de-Nova, J.(2009). Specialization clines in the pollination systems of agaves(Agavaceae) and columnar cacti (Cactaceae): A phylogeneticallycontrolled meta-analysis. American Journal of Botany, 96(10), 1887â€“1895. https://doi.org/10.3732/ajb.0800392","The higher array of available resources in richer com-munities can decrease niche overlap due to an asymmetry in thenumber of resources and resource exploiters (Armbruster, 2006;MunguÃ­a-Rosas et al., 2009).",TRUE,FALSE,FALSE
"Munteanu C, Kuemmerle T, Boltiziar M, Butsic V, Gimmi U, Halada L, Kaim D, KirÃ¡ly G, Konkoly-GyurÃ³ Ã‰, Kozak J, et al. 2014. Forest and agricultural land change in the Carpathian regionâ€”a meta-analysis of long-term patterns and drivers of change. Land Use Policy. 38:685â€“697. doi:10.1016/j.landusepol.2014.01.012",Agricultural practice is one of the drivers of land-use patterns in the modern world (Etter et al. 2006; Mottet et al. 2006; Munteanu et al. 2014).,TRUE,FALSE,FALSE
"Murphy, G. E. P., & Romanuk, T. N. (2014). A meta-analysis of declines in local species richness from human disturbances. Ecology and Evolution, 4(1), 91â€“103. https://doi.org/10.1002/ece3.909","The impact metrics of the invasive species were quantified by the response ratios (RR) in invaded vs. uninvaded plots, using the equation: RR = ln ( Cinvaded/Cuninvaded), where C is one of the 16 plant community and soil characteristics (Murphy & Romanuk, 2014).",FALSE,FALSE,FALSE
"Murphy, G. E. P., & Romanuk, T. N. (2014). A meta-analysis of declines in local species richness from human disturbances. Ecology and Evolution, 4(1), 91â€“103. https://doi.org/10.1002/ece3.909","Despite frequent studies on how biodiversity responds to anthropogenic impact and recovery (Murphy & Romanuk, 2014; Newbold et al., 2015), less attention has been paid to how inferences about the restoration of biodiversity depends on the ecological scale in which diversity is measured and observed (Catano et al., 2021; Martin et al., 2005).",FALSE,FALSE,FALSE
"Musyl MK, Gilman EL (2019) Meta-analysis of post-release fshing mortality in apex predatory pelagic sharks and white marlin. Fish Fish (Oxf) 20:466â€“500. https://doi. org/10.1111/faf.12358","However, the initial trauma of capture can still cause mortality (Tolotti et al. 2015), with post-release mortality of silky sharks incidentally captured in purse seine fsheries reported as up to 84% (Hutchinson et al. 2015) and post-release mortality after longline capture reported as 20â€“38% (Musyl and Gilman 2018; Musyl and Gilman 2019).",TRUE,TRUE,FALSE
"Musyl MK, Gilman EL (2019) Meta-analysis of post-release fshing mortality in apex predatory pelagic sharks and white marlin. Fish Fish (Oxf) 20:466â€“500. https://doi. org/10.1111/faf.12358","Moreover, detailed statistics on post-release mortality and vessel compliance are poor (Clarke et al. 2013; Musyl and Gilman 2019) and thus incorporating the infuence of retention bans is problematic.",FALSE,FALSE,TRUE
"Myers, J. A., & Harms, K. E. (2009). Seed arrival, ecological filters, and plant species richness: A meta-analysis. Ecology Letters, 12(11), 1250â€“1260.","While many short-term studies focusing on recent biological invasions have found that communities are unsaturated (e.g. Myers & Harms, 2009; Sax et al., 2002; Stohlgren et al., 2008; and the studies cited in Sax & Gaines, 2003), ours is one of the few using patterns of species introductions to find evidence for saturation over long temporal scales.",TRUE,FALSE,FALSE
"Myers, J. A., & Harms, K. E. (2009). Seed arrival, ecological filters, and plant species richness: A meta-analysis. Ecology Letters, 12(11), 1250â€“1260.","To date, many studies have used biological invasions to test for saturation, focusing only on species richness (e.g. Myers & Harms, 2009; Sax et al., 2002; and studies cited in Sax & Gaines, 2003; see also Olivares et al., 2018).",FALSE,FALSE,FALSE
"Nattier, R., Pellens, R., Robillard, T., Jourdan, H., Legendre, F., Caesar, M., Nel, A., Grandcolas, P., 2017. Updating the phylogenetic dating of New Caledonian biodiversity with a meta-analysis of the available Evidence. Sci. Rep. 7, 3705. https://doi.org/10.1038/s41598-017-02964-x.","New Caledonia is the oldest oceanic island known in the South Pacific region and there is no evidence for the existence of nearby islands that could have facilitated short-distance dispersal to New Caledonia (Grandcolas, 2017; Nattier et al., 2017).",TRUE,FALSE,FALSE
"Nattier, R., Pellens, R., Robillard, T., Jourdan, H., Legendre, F., Caesar, M., Nel, A., Grandcolas, P., 2017. Updating the phylogenetic dating of New Caledonian biodiversity with a meta-analysis of the available Evidence. Sci. Rep. 7, 3705. https://doi.org/10.1038/s41598-017-02964-x.","Accordingly, our results add further support to the interpretation that the biotas of New Caledonia were assembled during the last 37 Ma (Grandcolas, 2017; Grandcolas et al., 2008; Murienne, 2009; Murienne et al., 2005; Nattier et al., 2017).",TRUE,FALSE,FALSE
"Nattier, R., Pellens, R., Robillard, T., Jourdan, H., Legendre, F., Caesar, M., Nel, A., Grandcolas, P., 2017. Updating the phylogenetic dating of New Caledonian biodiversity with a meta-analysis of the available Evidence. Sci. Rep. 7, 3705. https://doi.org/10.1038/s41598-017-02964-x.","Other biogeographic studies about the endemic fauna of the island also suggest long-distance dispersal events in at least 36 taxa (as reviewed in Nattier et al., 2017) including other groups of insects such as ants, caddisflies, cockroaches, and flies (Couri et al., 2010; Espeland and Johanson, 2010; Lucky, 2011; Murienne, 2009; Murienne et al., 2005; Nattier et al., 2017; Sinclair, 2008), as well as shrimps (Page et al., 2005), centipedes (Murienne et al., 2011) and lizards (Smith et al., 2007; Nattier et al., 2017).",TRUE,FALSE,FALSE
"Nattier, R., Pellens, R., Robillard, T., Jourdan, H., Legendre, F., Caesar, M., Nel, A., Grandcolas, P., 2017. Updating the phylogenetic dating of New Caledonian biodiversity with a meta-analysis of the available Evidence. Sci. Rep. 7, 3705. https://doi.org/10.1038/s41598-017-02964-x.","Historically, New Caledonia was considered a Gondwanan biota refuge (Lowry, 1998; Morat, 1993; Murienne et al., 2005), and its species richness was attributed to long-term cladogenesis rather than long-distance dispersal events (Grandcolas et al., 2008; Nattier et al., 2017).",TRUE,FALSE,FALSE
"Nattier, R., Pellens, R., Robillard, T., Jourdan, H., Legendre, F., Caesar, M., Nel, A., Grandcolas, P., 2017. Updating the phylogenetic dating of New Caledonian biodiversity with a meta-analysis of the available Evidence. Sci. Rep. 7, 3705. https://doi.org/10.1038/s41598-017-02964-x.","Most of the current biota of New Caledonia is hypothesized to have arrived on the island after its re-emergence as a result of long-distance dispersal events (Grandcolas, 2017; Grandcolas et al., 2008; Murienne et al., 2005; Myers et al., 2000; Nattier et al., 2017) and only a few taxa were inferred to be older than the oldest existing island in the area, suggesting that those clades could have extinct members on vanished islands or nearby continents (Nattier et al., 2017).",TRUE,FALSE,FALSE
"Nes RB, RÃ¸ysamb E (2015) The heritability of subjective well-being: review and meta-analysis. In: Pluess M (ed) Genetics of Psycho- logical Well-Being. Oxford University Press, New York, pp 75â€“96",Evidence for the influence of the shared environment (C) or non-additive genetic effects (D) is limited and incon- sistent (Bartels 2015; Nes and RÃ¸ysamb 2015).,TRUE,FALSE,FALSE
"Nessel, M. P., Konnovitch, T., Romero, G. Q., & GonzÃ¡lez, A. L. (2021).Nitrogen and phosphorus enrichment cause declines in invertebratepopulations: A global meta-analysis. Biological Reviews, 96, 2617â€“2637.","Indeed, meta-analyses of studies manipulating plant growth rates and/or resourceaugmentation reveal increases in herbivore abundance and survival(Cornelissen et al., 2008, Li et al., 2016, but see Nessel et al., 2021),consistent with â€˜Plant vigor hypothesisâ€™ (Price, 1991).",TRUE,FALSE,FALSE
"Nessel, M. P., Konnovitch, T., Romero, G. Q., & GonzÃ¡lez, A. L. (2021).Nitrogen and phosphorus enrichment cause declines in invertebratepopulations: A global meta-analysis. Biological Reviews, 96, 2617â€“2637.","Indeed, fieldstudies in natural systems (both terrestrial and aquatic) reveal de-clines in herbivores as a result of nutrient augmentation, despiteputative increases in host plant quality (Haddad et al., 2000; Nesselet al., 2021).",TRUE,FALSE,FALSE
"Nessel, M.P., Konnovitch, T., Romero, G.Q. & GonzÃ¡lez, A.L. (2021) Nitrogen and phosphorus enrichment cause declines in invertebrate populations: a global meta-analysis. Biological Reviews, 96(6), 2617â€“2637.","Elucidating such relationships has come under sharper focus as humans continue to alter biogeochemical cycles of carbon (C), nitrogen (N) and phosphorous (P), affecting both basal resource quantity and quality, with ramifications for biodiversity (ArdÃ³n et al., 2021; Nessel et al., 2021; Sterner & Elser, 2002).",TRUE,FALSE,FALSE
"Ng, Q.X., Venkatanarayanan, N., Ho, C.Y.X., 2017. Clinical use of Hypericum perforatum (St Johnâ€™s wort) in depression: a meta-analysis. J. Affect. Disord. 210, 211â€“221. https://doi.org/10.1016/J.JAD.2016.12.048.","When compared to typical SSRIs (Selective serotonin reuptake inhibitors), H. perforatum showed comparable response and remission rates, as well as a much-reduced discontinuation/dropout rate (Butterweck, 2003; Calapai et al., 2001; Ng et al., 2017; Zirak et al., 2019).",TRUE,FALSE,FALSE
"Nguyen, D.B. et al. (2016) Impact of glyphosate on soil microbial bio- mass and respiration: a meta-analysis. Soil Biol. Biochem. 92, 50â€“57","The potential ecological and evolutionary consequences of glyphosate and other herbicides for microbial soil communities are insufficiently understood [19,48].",FALSE,FALSE,TRUE
"Nichols, E., Larsen, T., Spector, S., Davis, A. L., Escobar, F., Favila, M., & Vulinec, K. (2007). Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation, 137(1), 1â€“19. https://doi. org/10.1016/j.biocon.2007.01.023","Because of this, dung bee- tles are an optimal focal taxon for biodiversity research and conser- vation (Herzog et al., 2013; Nichols et al., 2007; Slade et al., 2011; Spector, 2006), and like many other insects, dung beetles are im- pacted by climate warming (Holley & Andrew, 2019).",TRUE,FALSE,FALSE
"Nichols, E., Larsen, T., Spector, S., Davis, A., Escobar, F., Favila, M., & Vulinec, K. (2007). Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation, 137(1), 1â€“19","Vegetation structure is a major driver of the diversity and composition of dung beetle communities (Gardner et al., 2008; Nichols et al., 2007), as it produces variations in many environmental stressors (e.g. microclimate conditions, resource availability and soil conditions)",FALSE,FALSE,FALSE
"Nichols, E., T. Larsen, S. Spector, A.L. Davis, F. Escobar, M. Favila, and K. Vulinec. 2007. Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation 137:1â€“19.","In forested systems, they are considered useful indicators of landscape shifts prompted by both humans and large herbivores, such as from savanna to pasture (Macedo et al. 2020, Nichols et al. 2007, Vinod and Sabu 2007)",TRUE,FALSE,FALSE
"Nichols, E., T. Larsen, S. Spector, A.L. Davis, F. Escobar, M. Favila, and K. Vulinec. 2007. Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation 137:1â€“19.","Dung beetles are involved in seed dispersal, bioturbation, pollination, and soil turnover (Nichols et al. 2007)",TRUE,FALSE,FALSE
"Nichols, E., T. Larsen, S. Spector, A.L. Davis, F. Escobar, M. Favila, and K. Vulinec. 2007. Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation 137:1â€“19.","Dung beetles can be excellent biological indicators, especially as proxies for biodiversity (Cambefort and Hanski 1991, Gardner et al. 2008, Halffter and Favila 1993, Nichols et al. 2007, Spector 2006)",FALSE,FALSE,FALSE
"Nichols, E., T. Larsen, S. Spector, A.L. Davis, F. Escobar, M. Favila, and K. Vulinec. 2007. Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation 137:1â€“19.",Dung beetles (Scarabaeidae: Aphodiinae and Scarabaeinae; Geotrupidae) and hide beetles (Coleoptera: Trogidae) are efficient nutrient cyclers that serve a variety of functional roles within their respective ecosystems (Nichols et al. 2007),TRUE,FALSE,FALSE
"Nichols, E., T. Larsen, S. Spector, A.L. Davis, F. Escobar, M. Favila, and K. Vulinec. 2007. Global dung beetle response to tropical forest modification and fragmentation: A quantitative literature review and meta-analysis. Biological Conservation 137:1â€“19.","Accordingly, research on dung beetles has surged (Davis et al. 2001, Nichols et al. 2007, Scholtz et al. 2009, Spector 2006).",FALSE,FALSE,FALSE
"NiedziaÅ‚kowska, M., Hayward, M.W., Borowik, T., Jezdrzejewski, W. & Jezdrzejewska, B. (2019) A meta-analysis of ungulate predation and prey selection by the brown bear Ursus arctos in Eurasia. Mammal Research, 64, 1â€“9. https:// doi.org/10.1007/s13364-018-0396-7","Brown bears are known to rely strongly on the seeds of masting trees, such as white bark pine Pinus monticola in northwestern North America (Mattson et al., 1992), pine nuts from Siberian pine Pinus sibirica in boreal forest of north-central Asia (NiedziaÅ‚kowska et al., 2019), or beechnuts in temperate Europe (Ciucci et al., 2014; Naves et al., 2006).",TRUE,FALSE,FALSE
"Ning, Z., Chen, C., Xie, T., Zhu, Z., Wang, Q., Cui, B., & Bai, J. (2021). Can the native faunal communities be restored from removal of invasive plants in coastal ecosystems? A global meta-analysis. Global Change Biology, 27, 4644â€“ 4656. https://doi.org/10.1111/gcb.15765","Our results add to synthesis studies across a range of coastal ecosystems indicating that restoration enhances populations of foundation species (Bayraktarov et al., 2016; Bosire et al., 2008; van Katwijk et al., 2015) and increases habitat provisioning (Baumann et al., 2020; Hollweg et al., 2020; Minello et al., 2003; Ning et al., 2021; Paxton et al., 2020)",TRUE,FALSE,FALSE
"Ning, Z., Chen, C., Xie, T., Zhu, Z., Wang, Q., Cui, B., & Bai, J. (2021). Can the native faunal communities be restored from removal of invasive plants in coastal ecosystems? A global meta-analysis. Global Change Biology, 27, 4644â€“ 4656. https://doi.org/10.1111/gcb.15765","Relative to degraded habitats, the observed 34% increase in richness with oyster restoration was comparable to levels of biodiversity enhancement documented in syntheses for forests (15â€“84% [Crouzeilles et al., 2016]), freshwater wetlands (15â€“53% [Meli et al., 2014]), salt marshes (âˆ¼30% [Ning et al., 2021]), and a range of aquatic and terrestrial habitats (44%) (Benayas et al., 2009).",TRUE,FALSE,FALSE
"Nishizawa, K., Shinohara, N., Cadotte, M. W., & Mori, A. S. (2022). The latitudinal gradient in plant community assembly processes: A meta-analysis. Ecology Letters, 25(7), 1711â€“1724. https://doi.org/10.1111/ele.14019","For example, a recent metaanalysis revealed that environmental variables better explain spatial variation of plant species composition when sampling units were distributed over large areas (Nishizawa et al., 2022).",TRUE,FALSE,FALSE
"Nishizawa, K., Shinohara, N., Cadotte, M. W., & Mori, A. S. (2022). The latitudinal gradient in plant community assembly processes: A meta-analysis. Ecology Letters, 25(7), 1711â€“1724. https://doi.org/10.1111/ele.14019","Simulations produced patterns consistent with this hypothesis (Viana & Chase, 2019), and empirical evidence confirmed this prediction (e.g., Garzon-Lopez et al., 2014; Nishizawa et al., 2022; Xing & He, 2019)",FALSE,FALSE,FALSE
"Noar SM, Benac CN, Harris MS (2007) Does tailoring matter? Meta-analytic review of tailored print health behavior change interventions. Psychological Bulletin 133, 673â€“693.","Conservation campaigns and interventions may benefit from approaches used in other well-established sectors such as health communication, where targeting and segmentation are applied more frequently, with evidence of effectiveness (Noar et al. 2007).",TRUE,FALSE,FALSE
"Noble, D. W. A., Stenhouse, V., & Schwanz, L. E. (2018b). Developmental temperatures and phenotypic plasticity in reptiles: A systematic review and meta-analysis. Biological Reviews, 93(1), 72â€“97. https://doi.org/10.1111/brv.12333","Since embryos are well adapted to the temperatures they typically experience in the nest, they generally have limited capacity todevelop at temperatures outside of this range (Du et al., 2019; Noble et al., 2018b; Sanger et al., 2018).",TRUE,FALSE,FALSE
"Noble, D. W. A., Stenhouse, V., & Schwanz, L. E. (2018b). Developmental temperatures and phenotypic plasticity in reptiles: A systematic review and meta-analysis. Biological Reviews, 93(1), 72â€“97. https://doi.org/10.1111/brv.12334","We show that the retention of embryos at such temperatures would result in a substantial decline in hatching success (~50%) while other studies have shown they can also cause significant developmental malformations (reviewed in Noble et al., 2018b)",TRUE,FALSE,FALSE
"Nolan M, Dewees S, Ma Lucero S (2021) Identifying effective restoration approaches to maximize plant establishment in California grasslands through a meta-analysis. Restoration Ecology, 29(4). https://doi.org/10. 1111/rec.13370","Given the variety of measures used in the collected studies, we calculated effect size using Hedgesâ€™ g (Tetzlaff et al. 2019; Nolan et al. 2021).",FALSE,FALSE,FALSE
"Nolan M, Dewees S, Ma Lucero S (2021) Identifying effective restoration approaches to maximize plant establishment in California grasslands through a meta-analysis. Restoration Ecology, 29(4). https://doi.org/10. 1111/rec.13370",We conducted the meta-analysis using standard approaches (Harrison 2011; Tetzlaff et al. 2019; Nolan et al. 2021) to ensure appropriate studies were identified and analyzed,FALSE,FALSE,FALSE
"Novita, N., Lestari, N. S., Lugina, M., Tiryana, T., Basuki, I., and Jupesta, J.: Geographic Setting and Groundwater Table Control Carbon Emission from Indonesian Peatland: A Meta-Analysis, Forests, 12, 832, https://doi.org/10.3390/f12070832, 2021.","Drainage increases CO2 emissions (Novita et al., 2021; Jauhiainen et al., 2012; Ishikura et al., 2018; Carlson et al., 2015), the rate of peat subsidence (Evans et al., 2022, 2019; Hooijer et al., 2012; Sinclair et al., 2020; Hoyt et al., 2020), fire risk (Miettinen et al., 2017; Kiely et al., 2021), nutrient release (LaurÃ©n et al., 2021), and nutrient export to water courses, and it decreases the peat substrate quality (KÃ¶nÃ¶nen et al., 2018).",TRUE,FALSE,FALSE
"Nuche-Pascual TM, Ruiz-Cooley R, Herzka S (2021) A metaanalysis of amino acid Î´15N trophic enrichment factors in fishes relative to nutritional and ecological drivers. Ecosphere 12: e03570","Differences in metabolic pathways between fish species with differing amino acid compositions may also affect the enrichment factor of Î´15N be - tween TPs (Chikaraishi et al. 2009, Choy et al. 2012, Nuche-Pascual et al. 2021)",TRUE,FALSE,FALSE
"Nuche-Pascual TM, Ruiz-Cooley R, Herzka S (2021) A metaanalysis of amino acid Î´15N trophic enrichment factors in fishes relative to nutritional and ecological drivers. Ecosphere 12: e03570","While amino acids such as alanine and glutamine have an enrichment factor of around 7â€°, that of valine is around 5â€° (Nuche- Pascual et al. 2021).",TRUE,TRUE,FALSE
"OAKLEY, J. & BICKNELL, J. (2022) The impacts of tropical agriculture on biodiversity: a meta-analysis. Journal of Applied Ecology, 59, 3072-3082","Tropical forests continue to be cleared for agriculture, resulting in high levels of biodiversity loss (Edwards et al., 2019; Oakley & Bicknell, 2022).",TRUE,TRUE,FALSE
"OAKLEY, J. & BICKNELL, J. (2022) The impacts of tropical agriculture on biodiversity: a meta-analysis. Journal of Applied Ecology, 59, 3072-3082","Areas of open, unshaded and/or homogeneous croplands tend to have impoverished wildlife communities and low biodiversity (Oakley & Bicknell,2022).",TRUE,FALSE,FALSE
"Oduor, A. M. O., GÃ³mez, J. M., & Strauss, S. Y. (2010). Exotic vertebrate and invertebrate herbivores differ in their impacts on native and exotic plants: A meta-analysis. Biological Invasions, 12, 407â€“419. https://doi.org/10.1007/s10530-009-9622-1","For instance, the prickly pears Opuntia stricta and O. ficus-indica (hereafter collectively, Opuntia), the two most widespread invasive cacti globally (Novoa et al., 2015), are now among the top invasive plants in Africa (Foxcroft et al., 2010). O. stricta is considered one of the world's 100 worst invasive species (Lowe et al., 2004), impacting biodiversity (Oduor et al., 2010; Tesfay & Kreyling, 2021), livestock production and the rural communities dependent on these resources (Shackleton et al., 2017, 2019).",TRUE,FALSE,FALSE
"Ohayon MM, Carskadon MA, Guilleminault C et al. Meta-analysis of quantitative sleep parameters from childhood to old age in healthy individuals: developing normative sleep values across the human lifespan. Sleep 2004;27:1255â€“73.","Our results on sleep duration are consistent with previous literature demonstrating that women experience longer sleep when using objective analysis methods (e.g. actigraphy, polysomnography) [35, 36].",TRUE,FALSE,FALSE
"Ohayon MM, Carskadon MA, Guilleminault C et al. Meta-analysis of quantitative sleep parameters from childhood to old age in healthy individuals: developing normative sleep values across the human lifespan. Sleep 2004;27:1255â€“73.","Previous studies have reported that females may experience longer, higher quality sleep on average [35, 36], so we included an interaction of sex and group to investigate whether sex has a differential effect on sentinelized sleep patterns within each group (e.g. WASO ~ Group*Sex + Age).",TRUE,FALSE,FALSE
"Ohayon S, Granot I, Belmaker J (2021) A meta-analysis reveals edge effects within marine protected areas. Nat Ecol Evol 5(9):1301â€“1308","To minimize negative impacts of edge effects, resource managers aim to reduce perimeter to area ratios in spatial management protections or include buffer zones between biologically important areas and management boundaries (Ohayon et al. 2021).",TRUE,FALSE,FALSE
"Ojaveer, H., Kotta, J., Outinen, O., Einberg, H., Zaiko, A. & Lehtiniemi, M. (2021) Meta-analysis on the ecological impacts of widely spread non-indigenous species in the Baltic Sea. Science of the Total Environment, 786, 147375. Available from: https://doi. org/10.1016/j.scitotenv.2021.147375","Although numerous studies have been conducted on NIS in the region (Jaspers et al., 2021; Ojaveer et al., 2010, 2021; Paavola et al., 2005), little is known about the underlying pro- cesses determining their establishment or the degree of niche overlap with native species across spatial scales sea contains >130 recorded NIS, many of which dis- play self- sustaining populations and affect native spe- cies in many ways (LeppÃ¤koski et al., 2002; Ojaveer et al., 2021; Ojaveer et al., 2017).",FALSE,FALSE,FALSE
"Okolie CJ, Smit JL (2022) A systematic review and meta-analysis of Digital elevation model (DEM) fusion: pre-processing, methods and applications. ISPRS J Photogrammetry Remote Sens 188:1â€“29",Wide-area and small-area DEMs are combined using fusion approaches to provide more accurate and thorough global DEMs (Schindler et al. 2011; Okolie and Smit 2022).,FALSE,FALSE,FALSE
