article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
03051978_003340,"ghazanfarpour, m., sadeghi, r., roudsari, r.l., khadivzadeh, t., khorsand, i., afiat, m., esmaeilizadeh, m., 2016. effects of flaxseed and hypericum perforatum on hot flash, vaginal atrophy and estrogen-dependent cancers in menopausal women: a systematic review and meta-analysis.",TRUE,other,other,"according to one trial of this study, vitex agnus-castus and h. perforatum showed comparable reduction in the frequency of hot flashes (ghazanfarpour et al., 2016)."
03051978_003340,"liu, y.r., jiang, y.l., huang, r.q., yang, j.y., xiao, b.k., dong, j.x., 2014. hypericum perforatum l. preparations for menopause: a meta-analysis of efficacy and safety. climacteric 17, 325–335. https://doi.org/10.3109/13697137.2013.861814.",TRUE,other,other,"in powder or solution, hyperforin is particularly susceptible to oxidative change as it is also highly sensitive to heat and light (liu et al., 2005; cossuta et al., 2012)."
03051978_003340,"ng, q.x., venkatanarayanan, n., ho, c.y.x., 2017. clinical use of hypericum perforatum (st john’s wort) in depression: a meta-analysis. j. affect. disord. 210, 211–221. https://doi.org/10.1016/j.jad.2016.12.048.",TRUE,other,other,"when compared to typical ssris (selective serotonin reuptake inhibitors), h. perforatum showed comparable response and remission rates, as well as a much-reduced discontinuation/dropout rate (butterweck, 2003; calapai et al., 2001; ng et al., 2017; zirak et al., 2019)."
03051978_005234,"li, j., guasch-ferr´e, m., li, y., hu, f.b., 2020. dietary intake and biomarkers of linoleic acid and mortality: systematic review and meta-analysis of prospective cohort studies. am. j. clin. nutr. 112, 150–167. https://doi.org/10.1093/ajcn/nqz349",TRUE,introduction,introduction,"higher la consumption was significantly associated with a lower risk of mortality in cardiovascular diseases and cancers (li et al., 2020)"
03051978_005722,"koricheva, j., nykanen, h., gianoli, e., 2004. meta-analysis of trade-offs among plant antiherbivore defenses: are plants jacks-of-all-trades, masters of all? am. nat. 163, e64–e75. https://doi.org/10.1086/382601.",TRUE,introduction,introduction,"however, some authors argue that hipvs are not costly due to the low level of emissions required to attract insects (koricheva et al., 2004)."
03051978_005722,"rowen, e., kaplan, i., 2016. eco-evolutionary factors drive induced plant volatiles: a meta-analysis. new phytol. 210, 284–294. https://doi.org/10.1111/nph.13804.",TRUE,discussion/conclusion,results/discussion/conclusion,"contrary to what is expected and observed in other plant systems
 (chen et al., 2015; rowen and kaplan, 2016), we found that the tomato
 cultivated status increased the diversity of constitutive volatiles and the
 interindividual variation within cultivated accessions. the finding of
 increased diversity of constitutive volatiles is inconsistent with a
 meta-analysis showing that domesticated plants produce fewer compounds
 than wild plants (rowen and kaplan, 2016). this discrepancy
 may be explained by the fact that rowen and kaplan (2016) did not
 compare domesticated plants with their wild close relatives. ; comparative studies on intraspecific differences between cultivated
 and their wild ancestors usually show that the latter are chemically more
 diverse than cultivated accessions (altesor et al., 2014; lindig-cisneros,
 1997; rowen and kaplan, 2016)."
03051978_005722,"whitehead, s.r., turcotte, m.m., poveda, k., 2017. domestication impacts on plant–herbivore interactions: a meta-analysis. philos. trans. r. soc. b biol. sci. 372, 20160034 https://doi.org/10.1098/rstb.2016.0034.",TRUE,introduction,introduction,"as an indirect effect of
 artificial selection, resistance to herbivorous insects has often been
 reduced in association with a reduction in sm concentration and diversity
 (blanckaert et al., 2012; ferrari et al., 2006; lindig-cisneros,
 1997; lindig-cisneros et al., 2002), which alters plant-insect interactions and insect evolutionary rates (macfadyen and bohan,
 2010; turcotte et al., 2015; whitehead et al., 2017)."
03051978_010080,"ye, z., zhang, x., luo, y., li, s., huang, l., li, z., li, p., chen, g., 2016. prognostic values
 of vimentin expression and its clinicopathological significance in non-small cell lung
 cancer: a meta-analysis of observational studies with 4118 cases. plos one 11 (9),
 e0163162. https://doi.org/10.1371/journal.pone.0163162.",TRUE,discussion/conclusion,results/discussion/conclusion,"vimentin is a classical emt protein that overexpression has been
 observed in aggressive human cancers. it has been shown that a high
 expression level of vimentin is linked to the spread of disease, a bad
 prognosis, and a shorter overall patient survival time (ye et al., 2016)."
03076970_003619,"lin, h., caley, m.j. & sisson, s.a. (2022) estimating global species richness using symbolic data meta-analysis. ecography, 2022, e05617.",TRUE,discussion/conclusion,results/discussion/conclusion,"the number of insect species on our planet is estimated to between three to six times the number currently known (lin et al., 2022;stork, 2018), and an unknown proportion of them may have already disappeared as a consequence of the sixth mass extinction (cowie et al., 2022)."
03405443_000277,"pollo p, nakagawa s, kasumovic mm (2022) the better, the choosier:
 a meta-analysis on interindividual variation of male mate choice.
 ecol lett 25(5):1305–1322.",TRUE,introduction,introduction,"not least, trail-following may also be
 affected by the male’s own individual phenotypic characteristics
 (body condition, mass, or size), known to affect the
 strength of choice (pollo et al. 2022), or on those of both
 interacting sexes."
03405443_007598,"white te, umbers kdl (2021) meta-analytic evidence for quantitative honesty in aposematic signals. proc r soc b 288:20210679. https:// doi. org/ 10. 1098/ rspb. 2021. 0679",TRUE,introduction,introduction,"well-documented examples include tidbitting in male fowl (gallus gallus) that perform distinctive vocalisations, with elaborate visual displays to attract mates (stokes 1971; smith and evans 2008); sexual signalling in ocellated lizards (timon lepidus) where vitamin e, in pheromones, is used with body colouration, to signal male quality (martín and lópez 2010); and the combined use of pyrazine odours and conspicuous colours to signal toxicity amongst insects (rowe and guilford 1996; white and umbers 2021)."
03405443_007598,"white te, latty t, umbers kd (2022) the exploitation of sexual signals by predators: a meta-analysis. proc r soc b 289:20220444. https:// doi. org/ 10. 1098/ rspb. 2022. 0444",TRUE,introduction,introduction,"however, the advantages of multimodal signals are not always clear and could potentially be costly to the signaller, as unintended receivers such as predators are more likely to detect the signal if it uses multiple sensory modes (kulachi et al. 2008; white et al. 2022)."
03405443_009743,"dougherty lr, shuker dm (2015) the efect of experimental design on the measurement of mate choice: a meta-analysis. behav ecol 26:311–319",TRUE,discussion/conclusion,results/discussion/conclusion,"in a meta-analysis, dougherty and shuker (2015) found that mating preferences were generally stronger in two-choice studies compared to no-choice studies."
03405443_009806,"carrillo m, ricci la, coppersmith ga, melloni rh jr (2009) the effect of increased serotonergic neurotransmission on aggres- sion: a critical meta-analytical review of preclinical studies. psychopharmacology 205:349–368. https://doi.org/10.1007/ s00213-009-1543-2",TRUE,discussion/conclusion,results/discussion/conclusion,"this latter result agrees with the meta- analysis of carrillo et al. (2009), regarding the effects of pharmacological increases in 5-ht levels (with either ssris, 5-hydroxytryptophan, l-tryptophan, or 5-ht) on aggressive behaviour across vertebrates (birds, dogs, fish, hamsters, mice, rats, and monkeys), showing the overall inhibitory effect of higher levels of 5-ht on aggression."
03405443_009806,"duke aa, bègue l, bell r, eisenlohr-moul t (2013) revisiting the serotonin-aggression relation in humans: a meta-analysis. psychol bull 139:1148–1172. https://doi.org/10.1037/a0031 544",TRUE,introduction,introduction,"in many animal species, the mechanisms underlying aspects of social behaviour, including aggressive and impulsive behaviours, involve serotonergic function (e.g., brown et al. 1979; popova et al. 1997; duke et al. 2013), which is a critical neu- ral circuitry mediating context-dependent modulation of behaviour (oliveira 2009)."
03405443_015943,"romano a, costanzo a, rubolini d, saino n, møller ap (2017) geographical and seasonal variation in the intensity of sexual selection in the barn swallow hirundo rustica: a meta-analysis. biol rev 92:1582–1600. https:// doi. org/ 10. 1111/ brv. 12297",TRUE,introduction,introduction,variation in individual expression of these sex-specific traits may confer advantages to males with exaggerated traits that advertise status or increase attention from potential mates and competitors (peek 1972; jenssen 1977; borgia 1979; andersson 1982; newbolt et al. 2017; romano et al. 2017; reviewed by west-eberhard 1983).
03407594_016272,"gomes l, solé m, sousa-lima rs, baumgarten je (2022) influence of anthropogenic sounds on insect, anuran and bird acoustic signals: a meta-analysis. front ecol evol. https:// doi. org/ 10. 3389/ fevo. 2022. 827440",TRUE,other,other,"accordingly, the last two decades have seen an explosion of studies on whether and how animals adjust their signals and signaling behaviors in response to anthropogenic noise (slabbekoorn et al. 2018; kunc and schmidt 2021; gomes et al. 2022), including in frogs (e.g., sun and narins 2005).;compared to other taxa, however, relatively few studies have investigated the potential consequences of anthropogenic noise on frogs (reviewed in simmons and narins 2018; kunc and schmidt 2021; gomes et al. 2022; zaffaroni-caorsi et al. 2022)."
03407594_016272,"kunc hp, schmidt r (2021) species sensitivities to a global pollutant: a meta-analysis on acoustic signals in response to anthropogenic noise. glob change biol 27:675–688. https:// doi. org/10.1111/gcb.15428",TRUE,other,other,"accordingly, the last two decades have seen an explosion of studies on whether and how animals adjust their signals and signaling behaviors in response to anthropogenic noise (slabbekoorn et al. 2018; kunc and schmidt 2021; gomes et al. 2022), including in frogs (e.g., sun and narins 2005).;compared to other taxa, however, relatively few studies have investigated the potential consequences of anthropogenic noise on frogs (reviewed in simmons and narins 2018; kunc and schmidt 2021; gomes et al. 2022; zaffaroni-caorsi et al. 2022)."
03672530_003069,"feng, h., guo, j., peng, c., kneeshaw, d., roberge, g., pan, c., ma, x., zhou, d., wang, w., 2023. nitrogen addition promotes terrestrial plants to allocate more biomass to aboveground organs: a global meta-analysis. glob. change biol. 29, 3970–3989.",TRUE,discussion/conclusion,results/discussion/conclusion,"it has been indicated that nitrogen addition may alter biomass allocation strategies of plants (feng et al., 2023), and cause changes in the root-to-shoot ratio by influencing root traits and aboveground biomass (hess et al., 2018; yin et al., 2018).; in contrast to many previous studies (hess et al., 2018; feng et al., 2023), biomass allocation of naidong seedlings was not affected by nitrogen addition (p = 0.059)."
03672530_003069,"wellstein, c., poschlod, p., gohlke, a., chelli, s., campetella, g., rosbakh, s., canullo, r., kreyling, j., jentsch, a., beierkuhnlein, c., 2017. effects of extreme drought on specific leaf area of grassland species: a meta-analysis of experimental studies in temperate and sub-mediterranean systems. glob. change biol. 23, 2473–2481.",TRUE,discussion/conclusion,results/discussion/conclusion,"as an informative indicator of physiological processes, it has been demonstrated that plants reduce specific leaf area (sla) under drought conditions, reflecting enhanced water-use efficiency (wue) under more arid conditions (wellstein et al., 2017; campetella et al., 2019)."
03672530_005092,"siefert, a., violle, c., chalmandrier, l., albert, c.h., taudiere, a., fajardo, a., aarssen, l. w., baraloto, c., carlucci, m.b., cianciaruso, m. v., de bello, f., duarte, l.d.s., fonseca, c.r., freschet, g.t., gaucherand, s., gross, n., hikosaka, k., jackson, b., jung, v., kamiyama, c., katabuchi, m., kembel, s.w., kichenin, e., 2015. a global meta-analysis of the relative extent of intraspecific trait variation in plant communities 1406–1419. https://doi.org/10.1111/ele.12508",TRUE,introduction,introduction,"such adaptive strategies are associated with species’ evolutionary history (cadotte et al., 2010) and functional traits (cornwell and ackerly, 2009; díaz and cabido, 2001), which may also vary between species and at the individual scale (mcgill et al., 2006; siefert et al., 2015)."
03672530_006588,"gaertner, m., den breeyen, a., hui, c. and richardson, d.m., 2009. impacts of alien plant invasions on species richness in mediterranean-type ecosystems: a meta-analysis. progress in physical geography, 33(3), pp.319-338.",TRUE,introduction,introduction,"formerly assumed relatively intact and away from invasive alien plant species (iaps) (mcdougall et al., 2011), mountain areas have been invaded globally, and many iaps had reached relatively high elevations (pauchard et al., 2009; mcdougall et al., 2011; alexander et al., 2016), increasingly threatening native biodiversity (gaertner et al., 2009; hejda et al., 2009; vila et al., 2011)."
03672530_006588,"siefert, a., violle, c., chalmandrier, l., albert, c.h., taudiere, a., fajardo, a., aarssen, l.w., baraloto, c., carlucci, m.b., cianciaruso, m.v. and de l. dantas, v., 2015. a global meta‐analysis of the relative extent of intraspecific trait variation in plant communities. ecology letters, 18(12), pp.1406-1419.",TRUE,introduction,introduction,"there is increasing evidence that intraspecific trait variation (itv) has significant effects on plant species properties and ecosystem functions and acts as a key predictor explaining the adaptation of species to varying environments and even invasion success (albert et al., 2010; violle et al., 2012; siefert et al., 2015; midolo et al., 2019)."
03672530_006588,"vilà, m., espinar, j.l., hejda, m., hulme, p.e., jarošík, v., maron, j.l., pergl, j., schaffner, u., sun, y. and pyšek, p., 2011. ecological impacts of invasive alien plants: a meta‐analysis of their effects on species, communities and ecosystems. ecology letters, 14(7), pp.702-708.",TRUE,introduction,introduction,"formerly assumed relatively intact and away from invasive alien plant species (iaps) (mcdougall et al., 2011), mountain areas have been invaded globally, and many iaps had reached relatively high elevations (pauchard et al., 2009; mcdougall et al., 2011; alexander et al., 2016), increasingly threatening native biodiversity (gaertner et al., 2009; hejda et al., 2009; vila et al., 2011)."
03672530_007674,"garssen, a.g., baattrup-pedersen, a., voesenek, l.a., verhoeven, j.t., soons, m.b., 2015. riparian plant community responses to increased flooding: a meta-analysis. global change biol 21, 2881–2890. https://doi.org/10.1111/gcb.12921.",TRUE,introduction,introduction,"flooding events are becoming more frequent and have a great inf luence on the growth and development of plants, especially for plants growing in coastal and riverside areas (garssen et al., 2015)."
03672530_008842,"y.-.b. song, f.-.h. yu, l.h. keser, w. dawson, m. fischer, m. dong, m. van kleunen. united we stand, divided we fall: a meta-analysis of experiments on clonal integration and its relationship to invasiveness. oecologia, 171 (2013), pp. 317-327, 10.1007/s00442-012-2430-9",TRUE,discussion/conclusion,results/discussion/conclusion,"resource transport can move acropetally or basipetally, depending on the species and environmental conditions (jónsdóttir and watson, 1997; portela et al., 2021; song et al., 2013; stuefer et al., 1994), and is generally a regulated process (alpert et al., 2002; novoplansky, 2009)."
03672530_008842,"j. wang, t. xu, y. wang, g. li, i. abdullah, z. zhong, j. liu, w. zhu, l. wang, d. wang, f.-.h. yu. a meta-analysis of effects of physiological integration in clonal plants under homogeneous vs. heterogeneous environments. funct. ecol., 35 (2021), pp. 578-589, 10.1111/1365-2435.13732",TRUE,discussion/conclusion,results/discussion/conclusion,"the allocation of resources within the genet (or within a genet fragment) is an intensively studied subject within clonal plant biology (goldberg et al., 2020; wang et al., 2021)."
03672530_008877,"mantyka-pringle, c.s., martin, t.g., rhodes, j.r., 2013. interactions between climate and habitat loss effects on biodiversity: a systematic review and meta-analysis. global change biol. 19, 1642–1644. https://doi.org/10.1111/gcb.12148.",TRUE,introduction,introduction,"in addition, changes in land use/cover can affect the resilience of species to climate change (he et al., 2019), especially in regions with higher average temperatures and reduced average precipitation (e.g. mantyka-pringle et al., 2013), such as the caatinga."
03672530_008877,"moro, m.f., nic lughadha, e., de araújo, f.s., martins, f.r., 2016. a phytogeographical metaanalysis of the semiarid caatinga domain in brazil. bot. rev. 82, 91–148. https://doi.org/10.1007/s12229-016-9164-z",TRUE,methods,methods,"annual precipitation varies greatly in space and time (fernandes and queiroz, 2018; moro et al., 2016; rocha et al., 2015; sampaio, 2010) and can reach 1000 mm per year and exceed 100 mm in a single day (fernandes and queiroz, 2018; sampaio, 2010)."
03672530_015847,"moro, m.f., lughadha, e.n., araújo, f.s., martins, f.r., 2016. a phytogeographicalmetaanalysis of the semiarid caatinga domain in brazil. bot. rev. 82, 91–148.",TRUE,methods,methods,"our research was developed at the largest area of sdtf in northeastern brazil (see fig. s1 in supplementary material), which is locally called caatinga (elevations up to 500 m; pennington et al., 2000, 2009; moro et al., 2014, 2016; silva et al., 2017) and is part of the caatinga phytogeographical domain (andrade-lima, 1981)."
03672530_016047,"tang, z.s., deng, l., an, h., yan, w.m., shangguan, z.p., 2017. the effect of nitrogen addition on community structure and productivity in grasslands: a meta-analysis. ecol. eng. 99, 31–38.",TRUE,introduction,introduction,"for example, in nutrient-poor areas, clonal plants will increase their rhizome and root biomass to ensure full utilization of the available nutrients (tang et al., 2017)."
03781909_005145,"musyl mk, gilman el (2019) meta-analysis of post-release fshing mortality in apex predatory pelagic sharks and white marlin. fish fish (oxf) 20:466–500. https://doi. org/10.1111/faf.12358",TRUE,discussion/conclusion,results/discussion/conclusion,"however, the initial trauma of capture can still cause mortality (tolotti et al. 2015), with post-release mortality of silky sharks incidentally captured in purse seine fsheries reported as up to 84% (hutchinson et al. 2015) and post-release mortality after longline capture reported as 20–38% (musyl and gilman 2018; musyl and gilman 2019). moreover, detailed statistics on post-release mortality and vessel compliance are poor (clarke et al. 2013; musyl and gilman 2019) and thus incorporating the infuence of retention bans is problematic."
03781909_006307,"miller sw, budy p, schmidt jc (2010) quantifying macroinvertebrate responses to in-stream habitat restoration: applications of meta-analysis to river restoration. restor ecol 18:8–19",TRUE,discussion/conclusion,results/discussion/conclusion,"moreover, improvements may also improve benthic macroinvertebrate communities (miller et al. 2010), which were also consumed by rgs and rgc."
03781909_007686,"slatyer ra, mautz bs, backwell pry, jennions md (2012) estimating genetic benefts of polyandry from experimental studies: a meta-analysis. biol rev 87:1–33. https://doi.org/10.1111/j.1469-185x.2011.00182.x",TRUE,other,other,"a number of studies have found evidence for multiple paternity in this clade (feldheim et al. 2004; portnoy et al. 2007; barker et al. 2019; pirog et al. 2019), and unlike other taxa in which polyandry is thought to be driven by females attempting to gain indirect genetic ftness benefts (hosken and stockley 2003; slatyer et al. 2012), it is thought that polyandry in chondrichthyans is symptomatic of coercive mating and thus sexual confict (portnoy et al. 2007; dibattista et al. 2008)."
03781909_009449,"fraser dj, weir lk, bernatchez l, hansen mm, taylor eb (2011) extent and scale of local adaptation in sal- monid fishes: review and meta-analysis. heredity 106(3):404–420",TRUE,discussion/conclusion,results/discussion/conclusion,local adaptation to different environmental conditions is common in salmonids (eliason et al. 2011; narum et al. 2013) and arises more often as geographic distance between population increases (fraser et al. 2011).
03781909_012078,"ohayon s, granot i, belmaker j (2021) a meta-analysis reveals
 edge effects within marine protected areas. nat ecol evol
 5(9):1301–1308",TRUE,discussion/conclusion,results/discussion/conclusion,"to minimize negative impacts of edge effects, resource managers aim to reduce perimeter to area ratios in spatial management protections or include buffer zones between biologically important areas and management boundaries (ohayon et al. 2021)."
03781909_016246,"garcía-ruiz jm, beguería s, nadal-romero e, gonzález- hidalgo jc, lana-renault n, sanjuán y (2015) a meta- analysis of soil erosion rates across the world. geomor- phology 239:160–173",TRUE,introduction,introduction,"land tilling is often associated with soil erosion (garcía-ruiz et al. 2015), leading to an increase in sedimentary turbidity in rivers draining agricultural-dominated watersheds."
03949370_015777,"munteanu c, kuemmerle t, boltiziar m, butsic v, gimmi u, halada l, kaim d, király g,
 konkoly-gyuró é, kozak j, et al. 2014. forest and agricultural land change in the
 carpathian region—a meta-analysis of long-term patterns and drivers of change. land
 use policy. 38:685–697. doi:10.1016/j.landusepol.2014.01.012",TRUE,introduction,introduction,"agricultural practice is one of the drivers of land-use patterns in the modern
 world (etter et al. 2006; mottet et al. 2006; munteanu et al. 2014)."
03949370_016304,"macartney el, crean aj, nakagawa s, bonduriansky r. 2019. effects of nutrient limitation on sperm and seminal fluid: a systematic review and meta-analysis. biol rev. 94 (5):1722–1739. doi:10.1111/brv.12524",TRUE,introduction,introduction,"such a phenotypic link may arise via condition-dependence (e.g., blount et al. 2001), which is a common property of both sexual ornaments (rowe & houle 1996; cotton et al. 2004) and sperm morphometry (macartney et al. 2019)."
03949370_016443,"mcgrew wc, marchant lf. 1997. on the other hand: current issues in and meta-analysis of behavioral laterality of hand function in nonhuman primates. yearb phys anthropol. 104 (s25):201–232. doi:10.1002/(sici)1096-8644(1997)25+<201::aid-ajpa8>3.0.co;2-6",TRUE,methods,methods,"hand-preference at the individual level was analysed for each task using the following three parameters: handedness index (hi) and absolute values of the hi scores and binomial z-scores (mcgrew & marchant 1997; spinozzi et al. 1998; hopkins 1999; regaiolli et al. 2016).;it ranges from 0 (minimum) to 1 (maximum) and higher values denote a stronger hand preference (mcgrew & marchant 1997; hopkins 1999, 2013; schnoell et al. 2014; wiper 2017).;the z-scores were calculated with the formula [r − (r + l)/2]/√[(r + l)/4], with r and l corresponding to the number of right-hand and left-hand uses, respectively (mcgrew & marchant 1997; papademetriou et al. 2005; schnoell et al. 2014)."
03949370_016443,"papadatou-pastou m, ntolka e, schmitz j, martin m, munafò mr, ocklenburg s, paracchini s. 2020. human handedness: a meta-analysis. psychol bull. 146(6):481–524. doi:10.1037/bul0000229",TRUE,introduction,introduction,"several studies revealed that manual lateralisation in humans occurs at population level, as 90% of humans are right-handed (marchant et al. 1995; cashmore et al. 2008; annett 2009; papadatou-pastou et al. 2020)."
03949370_016443,"papademetriou e, sheu c-f, michel gf. 2005. a meta-analysis of primate hand preferences, particularly for reaching. j comp psychol. 119(1):33–48. doi:10.1037/0735-7036.119.1.33",TRUE,methods,methods,"the z-scores were calculated with the formula [r − (r + l)/2]/√[(r + l)/4], with r and l corresponding to the number of right-hand and left-hand uses, respectively (mcgrew & marchant 1997; papademetriou et al. 2005; schnoell et al. 2014)."
03949370_016486,"samia dsm, nomura f, blumstein dt. 2013. do animals generally flush early and avoid the rush? a meta-analysis. biol lett. 9(2):200130016",TRUE,NA,NA,NA
03949370_016572,"santos esa, nakagawa s. 2012. the costs of parental care: a meta-analysis of the trade-off between parental effort and survival in birds. j evol biol. 25:1911–1917. doi:10.1111/ j.1420-9101.2012.02569.x",TRUE,introduction,introduction,the trade-off between current versus future reproduction has long been considered important in shaping species´ life-history in different animal groups (roff & fairbairn 2007; santos & nakagawa 2012; huang & pike 2013).
03949370_016597,"kosydar aj, conquest ll, tewksbury jj. 2014. can life histories predict the effects of habitat fragmentation? a meta-analysis with terrestrial mammals. appl ecol environ res. 12:505–521",TRUE,discussion/conclusion,results/discussion/conclusion,"also species-specific characteristics (e.g., behavioural plasticity, ecological niche width, social system features) have an important role in determining the outcome of the interaction between the landscape and the mating system of a population (swihart et al. 2003; cote et al. 2010; kosydar et al. 2014).; this refers to larger-sized species requiring large home ranges (e.g., large carnivore or lekking species), species with a specialised ecological niche (e.g., species depending on hollow trees for their dens), (théry 1992; hansen 2008; kosydar et al. 2014), but also group-living species requiring the presence of conspecifics to occupy a fragment (reed & dobson 1993), or territorial ones requiring the exclusive use of an area (swihart et al. 2003)."
03949370_016597,"lambert ct, sabol ac, solomon ng. 2018. genetic monogamy in socially monogamous mammals is primarily predicted by multiple life history factors: a meta-analysis. front ecol evol. 6:139.",TRUE,introduction,introduction,"finally, social monogamy, rarely resulting in genetic monogamy (huck et al. 2014; lambert et al. 2018), is characterised by the exclusive association between a male and a female, which can last one sole breeding season or more (kvarnemo 2018)."
05643295_001316,"ainsworth ea, long sp (2005) what have we learned from 15 years
 of free-air co2 enrichment (face)? a meta‐analytic review of
 the responses of photosynthesis, canopy properties and plant production
 to rising co2. new phytol 165(2):351–372",TRUE,introduction,introduction,"since
 co2 is a substrate for the photosynthetic process of plants, it
 is generally recognized as a nutrient having positive effects
 on crop yield in many, but not all cases (kimball 1983; ainsworth
 and long 2005), since the response of plants to eco2
 differs between plant types."
05643295_001316,"wand sj, midgley gf, jones mh, curtis ps (1999) responses of wild
 c4 and c3 grass (poaceae) species to elevated atmospheric co2
 concentration: a meta-analytic test of current theories and perceptions.
 glob change biol 6:723–741",TRUE,discussion/conclusion,results/discussion/conclusion,"however, this may not
 be always true, a meta-analysis carried out for the family
 poaceae, wand and coworkers (1999) observed that the biomass
 increased by 44% in c3 plants and 33% in c4 plants as
 a response to eco2."
05643295_001354,"castro-díez p, godoy o, alonso a, gallardo a, saldaña a (2014) what explains variation in the impacts of exotic plant invasions on the nitrogen cycle? a meta-analysis. ecol lett 17:1–12",TRUE,introduction,introduction,"although invasion- induced shifts in soil nitrogen have not been explicitly linked with l. leucocephala, this species, like most nitrogen- fixing alien invaders is more likely to profoundly alter soil microbial communities and nitrogen cycling in invaded habitats (castro-díez et al. 2014)."
05643295_004709,"duncan pr, clemants se, corlett rt, hahs ak, mccarthy ma, mcdonnell mj, schwartz mw, thompson k, vesk pa, williams nsg (2011) plant traits and extinction in urban areas: a metaanalysis of 11 cities. glob ecol biogeogr 20:509–519. https://doi. org/10.1111/j.1466-8238.2010.00633.x",TRUE,introduction,introduction,"most studies found that seed quality is mainly related to the environmental (temperature, precipitation) (murray et al. 2004) and geographical factors (miyazawa and lechowicz 2004; yamada and miyaura 2005), auckland, chicago, melbourne, new york, singapore, and worcester, ma had higher rates of extinction (>0.08% species per year), where short-statured, small-seeded plants were more likely to go extinct (duncan et al. 2011)."
05643295_004730,"poorter h, niklas kj, reich pb, oleksyn j, poot p, mommer l (2012) biomass allocation to leaves, stems and roots: meta-analyses of interspecific variation and environmental control. new phytol 193:30–50",TRUE,introduction,introduction,"furthermore, the rsr is also related to plant allocation strategies, which can be useful for determining the ecological characteristics of tropical grassland plants (cairns et al. 1997; poorter et al. 2012; bardgett et al. 2014)."
05643295_004730,"poorter h, niklas kj, reich pb, oleksyn j, poot p, mommer l (2012) biomass allocation to leaves, stems and roots: meta-analyses of interspecific variation and environmental control. new phytol 193:30–50",TRUE,discussion/conclusion,results/discussion/conclusion,"although the rsr often decreases with growth in trees, it increases in many herbaceous species, and the results for ferns and herbs obtained in this study are consistent with those of previous studies (poorter et al. 2012; qi et al. 2019; kenzo et al. 2020). the increases in relative investment to roots may be due to the increased nutrient and water demand through the root system and/or the increased role of the storage function in recovering from disturbances by sprouting (poorter et al. 2012)."
05643295_004730,"yan l, zhou g, zhang f (2013) effects of different grazing intensities on grassland production in china: a meta-analysis. plos one 8:e81466",TRUE,discussion/conclusion,results/discussion/conclusion,"similar increases in root biomass as a storage function for sprouting are usually found in grass and shrub species, particularly growth under higher disturbance habitats, such as tropical savanna (van der maarel and titlyanova 1989; bowen and pate 1993; schulze et al. 2005; yan et al. 2013)."
05643295_004742,"herrero-jáuregui c, oesterheld m (2018) effects of grazing intensity on plant richness and diversity: a meta-analysis. oikos 127:757–766",TRUE,methods,methods,the number of trails traversing the plot and grazing pressure are used as a proxy for human-driven activities (herrero-jáuregui and oesterheld 2018).
05643295_004748,"yang y, chen x, liu l, li t, dou y, qiao j, chang sx (2022) nitrogen
 fertilization weakens the linkage between soil carbon and
 microbial diversity: a global meta-analysis. glob chang biol",TRUE,methods,methods,"soil, climate and other environmental factors have their
 own forms and changing rules (yang et al. 2022)."
05643295_008375,"benayas jmr, newton ac, diaz a, bullock jm (2009) enhancement of biodiversity and ecosystem services by ecological restoration: a meta-analysis. science 325:1121–1124",TRUE,introduction,introduction,"studies have shown that reforestation can promote biodiversity, ecosystem services and the establishment of new habitat ecosystem (benayas et al. 2009)."
05643295_008446,"vilà m, espinar jl, hejda m, hulme pe, jarošík v, maron jl, pyšek p (2011) ecological impacts of invasive alien plants: a meta-analysis of their effects on species, communities and ecosystems. ecol lett 14(7):702–708",TRUE,methods,methods,"information on topographic characteristics like elevation, slope, aspect, curvature (kumar et al. 2009), size, and pattern of different land use (vila et al. 2011), were recorded on the ground as possible. others were calculated using geospatial analysis."
05643295_008465,"esteban r, barrutia o, artetxe u, fernández-marín b, hernández a,
 garcía-plazaola ji (2015) internal and external factors affecting
 photosynthetic pigment composition in plants: a meta-analytical
 approach. new phytol 206:268–280",TRUE,methods,methods,"after centrifugation,
 the supernatant's optical densities were measured at 480,
 510, 645, and 663 nm wavelengths and total chlorophyll
 and carotenoids were calculated using the formulae of porra
 et al. (1989) and esteban et al. (2015), respectively."
05643295_011767,"davidson am, jennions m, nicotra ab (2011) do invasive species show higher phenotypic plasticity than native species and if so, is it adaptive? a meta-analysis. ecol lett 14:419–431",TRUE,other,other,the environmental and ecological factors in introduced areas are different from the native ranges of any introduced species. the existence and the colonization of exotic species in novel habitats are assured by the phenotypic plasticity and the adaptability of any organism (davidson et al. 2011; ebeling et al. 2011; zhao et al. 2013; griffith et al. 2014).
05643295_014003,"ma l, liu y, zhang x, ye y, yin g, johnson ba (2019) deep learning in remote sensing applications: a meta-analysis and review. isprs j photogramm remote sens 152:166–177",TRUE,introduction,introduction,"with a satisfactory spatial resolution of the satellite, time-series datasets help monitor the land surface processes in different settings (ma et al. 2019)."
05643295_014003,"okolie cj, smit jl (2022) a systematic review and meta-analysis of digital elevation model (dem) fusion: pre-processing, methods and applications. isprs j photogrammetry remote sens 188:1–29",TRUE,other,other,wide-area and small-area dems are combined using fusion approaches to provide more accurate and thorough global dems (schindler et al. 2011; okolie and smit 2022).
